Analysis,Pair_ID,Pair_short,Pair_label,Comparison_group,Population_1,Population_2,Country_1,Country_2,Location_1,Location_2,Country_pair,Location_pair,N_population_1,N_population_2,Minimum_pair_population_size,Contig,Region,Genomic_start_POS,Genomic_end_POS,Distance_from_CEN_start,Distance_from_CEN_end,Distance_from_CEN_midpoint_Mb,Window_size_bp,Site_class,MalariaGEN_site_class_argument,Site_mask,FST_formula,FST_estimate,Jackknife_standard_error,n_jack,Run_status,Error_message,FST_to_SE_ratio
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,3R,3R:32200685-33200684,32200685,33200684,20000000,21000000,20.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0011482561582479,0.0009630291278,20,success,,1.1923379315338505
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,3R,3R:32200685-33200684,32200685,33200684,20000000,21000000,20.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0004169489982799,0.0007608010786168,20,success,,0.5480394415816919
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,3R,3R:31200685-32200684,31200685,32200684,21000000,22000000,21.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0,0.0002461988017432,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,3R,3R:31200685-32200684,31200685,32200684,21000000,22000000,21.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0001872830727215,0.0004437979778716,20,success,,0.4220007347029528
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,3R,3R:30200685-31200684,30200685,31200684,22000000,23000000,22.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0,0.0002603344662229,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,3R,3R:30200685-31200684,30200685,31200684,22000000,23000000,22.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0001104161944663,0.0005419197308281,20,success,,0.20375009099147312
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,3R,3R:29200685-30200684,29200685,30200684,23000000,24000000,23.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0,0.0003543799392118,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,3R,3R:29200685-30200684,29200685,30200684,23000000,24000000,23.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0,0.0008584179172027,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,3R,3R:28200685-29200684,28200685,29200684,24000000,25000000,24.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0001110535351978,0.0004180243359206,20,success,,0.2656628470044233
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,3R,3R:28200685-29200684,28200685,29200684,24000000,25000000,24.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0,0.0002109131583906,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:23393109-24393108,23393109,24393108,0,1000000,0.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0,0.000560832239045,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:23393109-24393108,23393109,24393108,0,1000000,0.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0004875210444696,0.0008941172596602,20,success,,0.5452540359805573
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:22393109-23393108,22393109,23393108,1000000,2000000,1.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0,0.0024380340673941,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:22393109-23393108,22393109,23393108,1000000,2000000,1.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0001864740145412,0.0005588451485083,20,success,,0.3336774328970138
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:21393109-22393108,21393109,22393108,2000000,3000000,2.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0007408373723515,0.0017183966984618,20,success,,0.43112127311152937
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:21393109-22393108,21393109,22393108,2000000,3000000,2.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0029094701775721,0.0018094483494941,20,success,,1.6079321514679061
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:20393109-21393108,20393109,21393108,3000000,4000000,3.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0,0.0015734667884357,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:20393109-21393108,20393109,21393108,3000000,4000000,3.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0,0.0008101059175072,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:19393109-20393108,19393109,20393108,4000000,5000000,4.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0,0.0007468399478584,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:19393109-20393108,19393109,20393108,4000000,5000000,4.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.000250215632285,0.0011940209865366,20,success,,0.20955714774392717
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:18393109-19393108,18393109,19393108,5000000,6000000,5.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0,0.0004071392972534,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:18393109-19393108,18393109,19393108,5000000,6000000,5.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0001407002871034,0.0005063837293126,20,success,,0.27785309629595767
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:17393109-18393108,17393109,18393108,6000000,7000000,6.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0005129310645462,0.0006129602003963,20,success,,0.8368097377522591
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:17393109-18393108,17393109,18393108,6000000,7000000,6.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0014368254990421,0.000791204913063,20,success,,1.815996684701694
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:16393109-17393108,16393109,17393108,7000000,8000000,7.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0012798515698825,0.000467303901452,20,success,,2.738799239436614
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:16393109-17393108,16393109,17393108,7000000,8000000,7.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0003023056542377,0.0003806140069324,20,success,,0.7942578274356357
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:15393109-16393108,15393109,16393108,8000000,9000000,8.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0019271292614401,0.0011323180981136,20,success,,1.7019327560432231
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:15393109-16393108,15393109,16393108,8000000,9000000,8.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0018658469464928,0.0021534439520312,20,success,,0.8664478797940717
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:14393109-15393108,14393109,15393108,9000000,10000000,9.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0013104743820207,0.0008910621896783,20,success,,1.470687901698332
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:14393109-15393108,14393109,15393108,9000000,10000000,9.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0011275067985588,0.0008803591664181,20,success,,1.2807350017678178
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:13393109-14393108,13393109,14393108,10000000,11000000,10.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,8.962080812027449e-05,0.0005022216513368,20,success,,0.17844871458991113
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:13393109-14393108,13393109,14393108,10000000,11000000,10.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0012412394901184,0.0006864418983948,20,success,,1.8082222151954275
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:12393109-13393108,12393109,13393108,11000000,12000000,11.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0,0.0004352751824386,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:12393109-13393108,12393109,13393108,11000000,12000000,11.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0,0.0005781393082193,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:11393109-12393108,11393109,12393108,12000000,13000000,12.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0004101575047791,0.0002963768825938,20,success,,1.3839051858212648
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:11393109-12393108,11393109,12393108,12000000,13000000,12.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0013456897827931,0.0005434403264288,20,success,,2.476242040476193
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:10393109-11393108,10393109,11393108,13000000,14000000,13.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0002513598070699,0.0004439971568265,20,success,,0.566129316832818
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:10393109-11393108,10393109,11393108,13000000,14000000,13.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0001360396429827,0.0003502373246157,20,success,,0.38842131726528667
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:9393109-10393108,9393109,10393108,14000000,15000000,14.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.001509182404376,0.0004770444716484,20,success,,3.163609462155816
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:9393109-10393108,9393109,10393108,14000000,15000000,14.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0026682838411997,0.0008150394356688,20,success,,3.2738094924329353
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:8393109-9393108,8393109,9393108,15000000,16000000,15.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0070122058105339,0.0021898810938187,20,success,,3.2020943193340523
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:8393109-9393108,8393109,9393108,15000000,16000000,15.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0111048736965144,0.004398427434697,20,success,,2.5247372751710286
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:7393109-8393108,7393109,8393108,16000000,17000000,16.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0,0.0002235960574792,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:7393109-8393108,7393109,8393108,16000000,17000000,16.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,9.194190480236813e-05,0.0004784271643519,20,success,,0.19217534382044751
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:6393109-7393108,6393109,7393108,17000000,18000000,17.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0,0.000170025447706,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:6393109-7393108,6393109,7393108,17000000,18000000,17.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.000695776892193,0.0005484986884211,20,success,,1.2685114967108724
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:5393109-6393108,5393109,6393108,18000000,19000000,18.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0,0.0002918466116095,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:5393109-6393108,5393109,6393108,18000000,19000000,18.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0,0.0003368388332728,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:4393109-5393108,4393109,5393108,19000000,20000000,19.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0,0.000325986087614,20,success,,0.0
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:4393109-5393108,4393109,5393108,19000000,20000000,19.5,1000000,0-fold,CDS_DEG_0,default,Average Hudson's FST,0.0002521320375706,0.0002155956548098,20,success,,1.1694671573647097
Selected_6pairs_1Mb_scan_3R_X,BurkinaFaso_BanaVillage_vs_Mali_Faladje,BF_BanaVil_vs_ML_Faladje,BF_BanaVil vs ML_Faladje,Without Nigeria,BurkinaFaso_BanaVillage,Mali_Faladje,Burkina Faso,Mali,Bana Village,Faladje,Burkina Faso vs Mali,Bana Village vs Faladje,120,75,75,X,X:3393109-4393108,3393109,4393108,20000000,21000000,20.5,1000000,4-fold,CDS_DEG_4,default,Average Hudson's FST,0.0005261310362862,0.0006992409749039,20,success,,0.7524316439815454
